player,nationality,position,team,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,matches
Belaïli Youcef,dzALG,3.4,Brest,29,1992,9.2,2,0,0,12,19,2,48,6,1,,,0,Matches
Belkebla Haris,dzALG,3.0,Brest,27,1994,25.7,2,0,0,27,39,0,12,49,25,,,0,Matches
Bellegarde Jean-Ricner,htHAI,3.0,Strasbourg,23,1998,25.9,5,0,0,35,68,0,52,26,34,,,0,Matches
Belocian Jeanuël,frFRA,2.0,Rennes,16,2005,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches
Ben Arfa Hatem,frFRA,3.4,Lille,34,1987,3.5,1,0,0,7,4,2,7,0,2,,,0,Matches
Ben Seghir Salim,frFRA,4.0,Marseille,18,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Ben Yedder Wissam,frFRA,4.0,Monaco,30,1990,28.1,3,0,0,19,22,23,13,0,8,,,0,Matches
Benedetto Darío,arARG,3.5,Marseille,31,1990,0.6,0,0,0,0,0,0,0,0,0,,,0,Matches
Benítez Walter,arARG,1.0,Nice,28,1993,37.0,2,0,0,0,6,0,0,0,0,,,0,Matches
Benito Loris,chSUI,2.0,Bordeaux,29,1992,0.7,0,0,0,1,0,0,0,1,0,,,0,Matches
Bentaleb Nabil,dzALG,3.0,Angers,26,1994,16.8,4,0,0,29,13,0,2,28,25,,,0,Matches
Berg Patrick,noNOR,3.0,Lens,23,1997,3.4,0,0,0,5,1,0,2,6,4,,,0,Matches
Bergen Mitchell,nlNED,3.5,Reims,21,1999,10.9,1,0,0,8,4,10,50,5,6,,,0,Matches
Berisha Valon,xkKVX,3.0,Reims,28,1993,5.1,2,1,1,13,2,2,27,2,7,,,0,Matches
Bernardoni Paul,frFRA,1.0,Angers,24,1997,13.0,0,0,0,0,2,0,0,0,2,,,0,Matches
Bernardoni Paul,frFRA,1.0,Saint-Étienne,24,1997,19.0,0,0,0,0,3,0,0,0,0,,,0,Matches
Bernat Juan,esESP,2.3,Paris Saint-Germain,28,1993,10.6,2,0,0,4,9,1,12,9,15,,,0,Matches
Bertaud Dimitry,cdCOD,1.0,Montpellier,23,1998,9.3,0,0,0,0,1,0,0,0,0,,,0,Matches
Berthomier Jason,frFRA,3.0,Clermont Foot,31,1990,19.2,0,0,0,14,15,2,129,6,17,,,0,Matches
Biancone Giulian,frFRA,2.3,Troyes,21,2000,25.5,10,0,0,34,33,3,87,52,43,,,0,Matches
Bilal Touré El,mlMLI,3.5,Reims,19,2001,13.3,2,0,0,20,14,6,4,5,5,,,0,Matches
Billong Jean-Claude,cmCMR,2.0,Clermont Foot,27,1993,10.9,2,0,0,7,9,0,1,9,10,,,0,Matches
Bitumazala Nathan,frFRA,3.0,Paris Saint-Germain,18,2002,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Bizot Marco,nlNED,1.0,Brest,30,1991,38.0,1,0,0,0,3,0,0,0,2,,,0,Matches
Blas Ludovic,frFRA,3.4,Nantes,23,1997,32.9,10,0,0,46,55,4,36,30,19,,,0,Matches
Boadu Myron,nlNED,4.0,Monaco,20,2001,10.7,0,0,0,16,11,12,0,1,7,,,0,Matches
Boateng Jérôme,deGER,2.0,Lyon,32,1988,18.0,6,0,0,13,3,0,5,17,15,,,0,Matches
Bobichon Antonin,frFRA,3.5,Angers,25,1995,0.4,0,0,0,0,0,0,1,0,0,,,0,Matches
Boisgard Quentin,frFRA,3.4,Lorient,24,1997,10.6,3,0,0,11,9,0,48,5,12,,,0,Matches
Boli Charles,frFRA,3.0,Lens,22,1998,0.4,0,0,0,0,2,0,2,0,1,,,0,Matches
Botman Sven,nlNED,2.0,Lille,21,2000,25.0,4,0,0,16,12,1,0,27,12,,,0,Matches
Bouanga Denis,gaGAB,3.5,Saint-Étienne,26,1994,27.1,4,1,0,48,45,4,66,6,21,,,0,Matches
Boudaoui Hicham,dzALG,3.0,Nice,21,1999,18.0,7,0,0,30,21,4,49,20,20,,,0,Matches
Boudebouz Ryad,dzALG,3.4,Saint-Étienne,31,1990,25.0,2,0,0,14,29,0,105,8,16,,,0,Matches
Boufal Sofiane,maMAR,3.5,Angers,27,1993,25.9,6,0,0,44,79,14,108,5,27,,,0,Matches
Boulaya Farid,dzALG,3.4,Metz,28,1993,17.0,1,1,0,7,17,1,71,11,9,,,0,Matches
Boura Ismaël,kmCOM,2.0,Lens,20,2000,1.1,0,0,0,0,0,0,1,3,2,,,0,Matches
Bourigeaud Benjamin,frFRA,3.4,Rennes,27,1994,35.5,2,0,0,25,8,4,295,31,26,,,0,Matches
Bourles Redwan,frFRA,3.0,Lorient,18,2003,0.2,0,0,0,0,0,0,1,0,0,,,0,Matches
Bradarić Domagoj,hrCRO,2.0,Lille,21,1999,4.6,2,0,0,5,7,0,21,10,8,,,0,Matches
Brahimi Bilal,dzALG,3.0,Nice,21,2000,4.2,1,0,0,4,10,2,44,2,1,,,0,Matches
Brahimi Bilal,dzALG,4.0,Angers,21,2000,3.8,0,0,0,2,9,1,11,1,1,,,0,Matches
Brassier Lilian,frFRA,2.0,Brest,21,1999,25.1,4,0,0,23,18,0,17,33,25,,,1,Matches
Briand Jimmy,frFRA,4.0,Bordeaux,35,1985,2.5,1,0,0,5,0,1,2,1,0,,,0,Matches
Bronn Dylan,tnTUN,2.0,Metz,26,1995,28.3,10,1,1,31,11,3,12,42,29,,,0,Matches
Bukari Osman,ghGHA,3.4,Nantes,22,1998,11.2,1,0,0,14,5,5,16,8,10,,,0,Matches
Busi Maxime,beBEL,2.3,Reims,21,1999,14.4,3,0,0,20,7,0,28,13,15,,,0,Matches
Busquets Oriol,esESP,3.0,Clermont Foot,22,1999,2.2,0,0,0,2,0,0,1,1,3,,,0,Matches
Bułka Marcin,plPOL,1.0,Nice,21,1999,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Cabella Rémy,frFRA,3.0,Montpellier,31,1990,3.5,0,0,0,3,3,0,7,5,7,,,0,Matches
Cabot Jimmy,frFRA,3.0,Angers,27,1994,22.3,4,0,0,33,32,1,71,33,49,,,0,Matches
Caci Anthony,frFRA,2.3,Strasbourg,24,1997,26.6,4,0,0,36,23,2,99,35,32,,,0,Matches
Cafaro Mathieu,frFRA,3.4,Reims,24,1997,2.1,2,0,0,6,3,0,19,3,2,,,0,Matches
Cahuzac Yannick,frFRA,3.0,Lens,36,1985,6.9,1,1,0,6,1,1,2,8,2,,,0,Matches
Caillard Marc-Aurèle,frFRA,1.0,Metz,27,1994,17.1,1,0,0,0,4,0,0,2,0,,,0,Matches
Cajuste Jens,seSWE,3.0,Reims,21,1999,4.0,0,0,0,6,7,0,1,5,6,,,0,Matches
Ćaleta-Car Duje,hrCRO,2.0,Marseille,24,1996,22.9,6,0,0,9,5,1,1,22,10,,,0,Matches
Calodat Lucas,frFRA,2.0,Saint-Étienne,19,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Camara Mahdi,frFRA,2.4,Saint-Étienne,23,1998,34.1,8,0,0,42,43,1,30,52,58,,,0,Matches
Camara Mamadou,mlMLI,3.5,Troyes,20,2001,0.4,0,0,0,1,0,0,0,0,1,,,0,Matches
Camavinga Eduardo,frFRA,3.0,Rennes,18,2002,1.6,0,0,0,1,6,0,0,1,1,,,0,Matches
Candé Fali,gwGNB,2.3,Metz,23,1998,10.8,2,0,0,11,11,0,45,6,18,,,0,Matches
Capelle Pierrick,frFRA,3.0,Angers,34,1987,13.3,1,0,0,22,5,0,18,15,25,,,0,Matches
Caqueret Maxence,frFRA,3.0,Lyon,21,2000,25.9,5,0,0,43,28,0,19,45,49,,,0,Matches
Cardona Irvin,mtMLT,3.5,Brest,23,1997,14.8,2,0,0,16,14,9,19,6,7,,,0,Matches
Carioca Igor,brBRA,2.3,Lorient,24,1996,17.5,3,0,0,25,23,1,69,22,16,,,0,Matches
Cassamã Moreto,gwGNB,3.0,Reims,23,1998,8.9,1,0,0,12,22,0,18,9,7,,,0,Matches
Castelletto Jean-Charles,cmCMR,2.0,Nantes,26,1995,27.9,8,0,0,42,12,1,8,29,26,,,0,Matches
Çelik Zeki,trTUR,2.0,Lille,24,1997,30.0,10,0,0,39,15,3,66,37,36,,,0,Matches
Centonze Fabien,frFRA,2.4,Metz,25,1996,17.6,3,0,0,16,30,0,48,31,20,,,0,Matches
Chadaille Bitshiabu El,frFRA,2.0,Paris Saint-Germain,16,2005,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Chadli Nassim,frFRA,3.0,Troyes,20,2001,1.1,1,0,0,3,3,0,5,0,2,,,0,Matches
Chahiri Mehdi,maMAR,3.0,Strasbourg,25,1996,0.2,0,0,0,0,0,0,0,0,1,,,0,Matches
Chambost Dylan,frFRA,3.0,Troyes,23,1997,8.4,0,0,0,7,5,1,21,9,9,,,0,Matches
Chardonnet Brendan,frFRA,2.0,Brest,26,1994,29.8,6,1,0,26,25,0,3,60,25,,,0,Matches
Chavalerin Xavier,frFRA,3.0,Troyes,30,1991,30.2,4,0,0,31,12,6,79,34,28,,,0,Matches
Chavalerin Xavier,frFRA,3.0,Reims,30,1991,2.4,0,0,0,3,0,0,5,5,4,,,0,Matches
Cherki Rayan,frFRA,4.0,Lyon,17,2003,4.9,1,0,0,4,8,3,26,1,2,,,0,Matches
Chirivella Pedro,esESP,3.0,Nantes,24,1997,29.3,6,0,0,22,24,0,9,36,32,,,0,Matches
Chotard Joris,frFRA,3.0,Montpellier,19,2001,32.6,5,0,0,29,10,0,19,41,30,,,0,Matches
Claude-Maurice Alexis,frFRA,3.5,Nice,23,1998,2.3,1,0,0,4,5,0,9,3,0,,,0,Matches
Clauss Jonathan,frFRA,3.0,Lens,28,1992,33.8,3,0,0,38,15,4,346,71,36,,,0,Matches
Coco Marcus,frFRA,3.4,Nantes,25,1996,10.3,3,1,1,20,31,4,24,9,13,,,0,Matches
Conté Abdu,ptPOR,2.3,Troyes,23,1998,15.0,2,0,0,14,14,2,41,4,11,,,0,Matches
Corchia Sébastien,frFRA,2.3,Nantes,30,1990,14.7,0,1,0,22,25,0,79,11,16,,,0,Matches
Cornet Maxwel,ciCIV,2.0,Lyon,24,1996,0.7,2,1,1,2,1,0,3,1,1,,,0,Matches
Costa David,ptPOR,3.4,Lens,20,2001,16.3,2,0,0,9,14,0,36,12,12,,,0,Matches
Costil Benoît,frFRA,1.0,Bordeaux,34,1987,25.0,1,0,0,0,3,0,0,0,0,,,0,Matches
Coulibaly Kalifa,mlMLI,4.0,Nantes,29,1991,9.4,1,0,0,12,8,7,3,1,1,,,0,Matches
Cozza Nicolas,frFRA,2.0,Montpellier,22,1999,30.8,2,1,0,24,19,1,23,40,50,,,0,Matches
Crivelli Enzo,frFRA,4.0,Saint-Étienne,26,1995,1.1,0,0,0,1,0,0,0,0,0,,,0,Matches
Cyprien Wylan,frFRA,3.0,Nantes,26,1995,16.6,3,0,0,19,16,1,69,8,15,,,0,Matches
Da Cunha Lucas,frFRA,3.0,Nice,20,2001,4.4,0,0,0,3,5,0,23,1,7,,,0,Matches
Da Cunha Lucas,frFRA,3.5,Clermont Foot,20,2001,9.3,0,0,0,6,5,1,19,1,11,,,0,Matches
Da Silva Damien,frFRA,2.0,Lyon,33,1988,12.5,5,1,1,19,4,0,1,20,7,,,0,Matches
Dagba Colin,frFRA,2.0,Paris Saint-Germain,22,1998,1.8,1,0,0,6,2,0,9,2,2,,,0,Matches
Daniliuc Flavius,atAUT,2.0,Nice,20,2001,14.4,4,0,0,17,4,1,7,16,31,,,0,Matches
Danso Kevin,atAUT,2.0,Lens,22,1998,31.0,9,2,1,43,36,1,1,40,31,,,0,Matches
Dante,brBRA,2.0,Nice,37,1983,31.9,7,3,1,26,12,0,3,47,28,,,0,Matches
David Jonathan,caCAN,4.0,Lille,21,2000,31.2,3,0,0,25,47,6,6,6,11,,,0,Matches
De La Fuente Konrad,usUSA,3.5,Marseille,20,2001,8.7,1,0,0,2,6,1,20,2,8,,,0,Matches
Del Castillo Romain,frFRA,3.5,Rennes,25,1996,0.3,0,0,0,0,3,0,0,1,1,,,0,Matches
Del Castillo Romain,frFRA,3.0,Brest,25,1996,10.8,1,1,0,16,20,0,45,7,13,,,0,Matches
Delaine Thomas,frFRA,2.4,Metz,29,1992,25.7,4,0,0,22,14,1,112,27,35,,,0,Matches
Delaye Sacha,frFRA,3.0,Montpellier,19,2002,2.8,0,0,0,5,1,0,3,1,6,,,0,Matches
Delort Andy,dzALG,4.0,Nice,29,1991,27.2,3,0,0,38,43,15,51,7,8,,,0,Matches
Delort Andy,dzALG,4.0,Montpellier,29,1991,3.0,0,0,0,6,2,0,13,0,0,,,0,Matches
Dembélé Moussa,frFRA,4.0,Lyon,25,1996,24.5,6,0,0,30,19,10,2,7,9,,,0,Matches
Denayer Jason,beBEL,2.0,Lyon,26,1995,11.1,2,0,0,7,5,0,1,15,4,,,0,Matches
Desmas Arthur,frFRA,1.0,Clermont Foot,27,1994,14.5,0,0,0,0,4,0,0,0,0,,,1,Matches
Di María Ángel,arARG,3.5,Paris Saint-Germain,33,1988,18.3,2,0,0,9,14,7,124,6,18,,,0,Matches
Diaby Yadaly,gnGUI,3.5,Clermont Foot,20,2000,0.7,1,1,0,2,1,0,0,1,0,,,0,Matches
Diakité Ibrahim,gnGUI,2.0,Reims,17,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Diallo Abdou,snSEN,2.0,Paris Saint-Germain,25,1996,9.7,1,0,0,12,3,0,17,11,14,,,0,Matches
Diallo Habib,snSEN,4.0,Strasbourg,26,1995,17.1,2,0,0,17,20,15,9,4,5,,,0,Matches
Diarra Habib,snSEN,3.0,Strasbourg,17,2004,1.2,1,0,0,2,1,0,0,0,1,,,0,Matches
Diarra Stéphane,frFRA,3.5,Lorient,22,1998,5.8,2,0,0,6,8,2,22,7,9,,,0,Matches
Diatta Krépin,snSEN,3.0,Monaco,22,1999,3.2,0,0,0,3,9,0,3,1,2,,,0,Matches
Dieng Bamba,snSEN,3.5,Marseille,21,2000,10.8,0,1,0,13,12,4,3,4,10,,,0,Matches
Dieye Elhadji,snSEN,4.0,Saint-Étienne,19,2002,0.4,0,0,0,1,2,1,1,1,2,,,0,Matches
Dilrosun Javairô,nlNED,3.4,Bordeaux,23,1998,19.2,3,0,0,12,30,1,68,10,4,,,0,Matches
Dina Ebimbe Junior,cmCMR,3.0,Paris Saint-Germain,20,2000,3.5,2,0,0,11,4,0,2,2,5,,,0,Matches
Dingomé Tristan,cmCMR,3.4,Troyes,30,1991,12.0,3,0,0,12,14,1,43,8,11,,,0,Matches
Diomande Sinaly,ciCIV,2.0,Lyon,20,2001,6.4,2,0,0,5,4,0,0,12,4,,,1,Matches
Diop Sofiane,maMAR,3.0,Monaco,21,2000,21.6,6,0,0,28,40,4,95,25,21,,,0,Matches
Diouf Andy,frFRA,3.0,Rennes,18,2003,0.2,0,0,0,1,1,0,0,0,1,,,0,Matches
Dioussé Assane,snSEN,3.0,Saint-Étienne,23,1997,0.3,0,0,0,0,1,0,0,1,1,,,0,Matches
Disasi Axel,frFRA,2.0,Monaco,23,1998,30.2,5,0,0,43,12,3,1,24,23,,,0,Matches
Djaló Tiago,ptPOR,2.0,Lille,21,2000,25.9,4,0,0,23,22,1,11,22,38,,,2,Matches
Djiku Alexander,ghGHA,2.0,Strasbourg,26,1994,29.9,10,1,1,44,28,2,14,59,35,,,0,Matches
Djile Nokoué Bryan,cmCMR,2.0,Saint-Étienne,19,2002,0.6,0,0,0,0,1,0,0,1,3,,,0,Matches
Djoco Ouparine,gwGNB,1.0,Clermont Foot,23,1998,23.5,1,0,0,1,4,0,0,1,0,,,0,Matches
Doku Jeremy,beBEL,3.4,Rennes,19,2002,5.2,2,0,0,9,15,0,12,3,4,,,0,Matches
Dolberg Kasper,dkDEN,4.0,Nice,23,1997,16.6,0,0,0,29,29,3,6,7,4,,,0,Matches
Domingues Brandon,frFRA,3.0,Troyes,21,2000,2.6,0,0,0,3,10,0,11,3,2,,,0,Matches
Donis Anastasios,grGRE,3.4,Reims,24,1996,4.1,0,1,0,9,3,8,26,0,6,,,0,Matches
Donnarumma Gianluigi,itITA,1.0,Paris Saint-Germain,22,1999,17.0,3,0,0,0,2,0,0,0,0,,,0,Matches
Dossou Jodel,bjBEN,3.4,Clermont Foot,29,1992,22.3,4,0,0,26,38,14,61,7,17,,,0,Matches
Doucet Lohann,frFRA,3.0,Nantes,18,2002,0.1,0,0,0,0,0,0,0,1,0,,,0,Matches
Doucouré Cheick,mlMLI,3.0,Lens,21,2000,32.7,7,1,0,42,24,0,8,63,41,,,0,Matches
Doucouré Fodé,mlMLI,2.0,Reims,20,2001,1.7,0,0,0,1,1,0,4,4,10,,,0,Matches
Doukouré Ismaël,frFRA,2.3,Strasbourg,18,2003,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
Doumbia Kamory,mlMLI,3.0,Reims,18,2003,3.9,1,0,0,1,4,1,9,4,2,,,0,Matches
Doumbia Moussa,mlMLI,3.0,Reims,26,1994,1.0,0,0,0,0,2,1,2,0,0,,,0,Matches
Doumbia Souleyman,ciCIV,2.4,Angers,24,1996,24.7,10,1,0,22,25,1,71,38,20,,,0,Matches
Draxler Julian,deGER,3.5,Paris Saint-Germain,27,1993,6.1,0,0,0,4,1,1,5,6,2,,,0,Matches
Dreyer Matthieu,frFRA,1.0,Lorient,32,1989,16.0,0,0,0,0,2,0,0,0,1,,,0,Matches
Dubois Leo,frFRA,2.3,Lyon,26,1994,19.4,5,0,0,18,14,1,80,20,30,,,0,Matches
Duverne Jean-Kevin,htHAI,2.0,Brest,24,1997,33.4,1,0,0,35,31,3,76,53,40,,,1,Matches
Ebosse Enzo,cmCMR,2.3,Angers,22,1999,21.0,1,0,0,14,21,0,16,15,16,,,0,Matches
Ekitike Hugo,frFRA,4.0,Reims,19,2002,14.1,1,1,0,18,31,12,5,6,10,,,0,Matches
Elis Alberth,hnHON,3.5,Bordeaux,25,1996,15.7,2,0,0,22,21,9,28,7,8,,,0,Matches
Emond Renaud,beBEL,3.4,Nantes,29,1991,2.1,0,0,0,3,3,0,1,0,0,,,0,Matches
Estève Maxime,frFRA,2.0,Montpellier,19,2002,20.6,2,0,0,10,6,0,0,22,18,,,0,Matches
Fábio,brBRA,2.3,Nantes,31,1990,18.5,8,1,0,30,19,1,35,35,39,,,0,Matches
Fàbregas Cesc,esESP,3.5,Monaco,34,1987,0.4,0,0,0,1,2,0,5,1,0,,,0,Matches
Faes Wout,beBEL,2.0,Reims,23,1998,37.0,2,0,0,20,24,0,3,52,25,,,0,Matches
Faivre Romain,frFRA,3.0,Lyon,23,1998,9.9,0,0,0,14,17,1,61,3,5,,,0,Matches
Faivre Romain,frFRA,3.0,Brest,23,1998,19.9,1,0,0,16,27,1,116,11,16,,,0,Matches
Faríñez Wuilker,veVEN,1.0,Lens,23,1998,12.3,0,0,0,0,0,0,0,0,0,,,0,Matches
Fatar Noah,frFRA,4.0,Angers,19,2002,0.1,0,0,0,0,1,0,0,1,0,,,0,Matches
Faussurier Julien,frFRA,2.4,Brest,34,1987,5.4,1,0,0,5,8,5,39,4,6,,,0,Matches
Ferri Jordan,frFRA,3.0,Montpellier,29,1992,32.3,13,1,1,50,72,0,40,31,37,,,0,Matches
Fila Karol,plPOL,2.3,Strasbourg,23,1998,6.2,3,0,0,9,10,0,24,3,8,,,0,Matches
Flips Alexis,frFRA,3.0,Reims,21,2000,11.7,2,0,0,18,12,1,86,22,23,,,0,Matches
Fofana Mamadou,mlMLI,2.3,Metz,23,1998,0.4,0,0,0,0,0,0,0,1,1,,,0,Matches
Fofana Seko,ciCIV,3.0,Lens,26,1995,37.3,2,0,0,27,45,5,41,26,18,,,0,Matches
Fofana Youssouf,frFRA,3.0,Monaco,22,1999,24.3,4,0,0,34,25,0,6,28,43,,,0,Matches
Foket Thomas,beBEL,2.4,Reims,26,1994,24.8,5,0,0,26,27,4,66,30,18,,,0,Matches
Fontaine Thomas,mgMAD,2.0,Lorient,30,1991,1.9,1,0,0,4,1,0,0,2,0,,,0,Matches
Fonte José,ptPOR,2.0,Lille,37,1983,38.0,4,0,0,23,8,0,6,43,15,,,0,Matches
Fortes Steven,cvCPV,2.0,Lens,29,1992,1.0,0,0,0,2,0,0,0,0,1,,,0,Matches
Frankowski Przemysław,plPOL,3.0,Lens,26,1995,27.2,5,0,0,36,9,2,70,27,39,,,0,Matches
Fransérgio,brBRA,3.0,Bordeaux,30,1990,14.0,7,0,0,26,11,0,6,22,10,,,0,Matches
Fulgini Angelo,frFRA,3.4,Angers,24,1996,32.5,6,0,0,36,84,5,68,17,26,,,0,Matches
Gallon Gauthier,frFRA,1.0,Troyes,28,1993,31.0,2,0,0,0,6,0,0,2,0,,,0,Matches
Gameiro Kévin,frFRA,4.0,Strasbourg,34,1987,26.5,0,0,0,16,17,14,17,5,13,,,0,Matches
Gana Gueye Idrissa,snSEN,3.0,Paris Saint-Germain,31,1989,18.2,4,0,0,38,16,1,2,24,37,,,0,Matches
Ganago Ignatius,cmCMR,4.0,Lens,22,1999,11.4,2,0,0,9,10,10,3,2,3,,,0,Matches
Gassama Djeidi,frFRA,3.5,Paris Saint-Germain,17,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Gastien Johan,frFRA,3.0,Clermont Foot,33,1988,30.5,8,2,0,29,33,0,60,53,34,,,1,Matches
Germain Valère,frFRA,4.0,Montpellier,31,1990,21.9,3,0,0,23,26,7,17,8,14,,,0,Matches
